CensusYear,Sex,Single Year of Age,Administrative Counties,VALUE
2022,Female,78,Sligo County Council,234
2022,Female,78,Cavan County Council,217
2022,Female,78,Donegal County Council,562
2022,Female,78,Monaghan County Council,179
2022,Female,79,Ireland,13938
2022,Female,79,Carlow County Council,171
2022,Female,79,Dublin City Council,1554
2022,Female,79,Dún Laoghaire Rathdown County Council,793
2022,Female,79,Fingal County Council,692
2022,Female,79,South Dublin County Council,670
2022,Female,79,Kildare County Council,512
2022,Female,79,Kilkenny County Council,327
2022,Female,79,Laois County Council,212
2022,Female,79,Longford County Council,126
2022,Female,79,Louth County Council,374
2022,Female,79,Meath County Council,473
2022,Female,79,Offaly County Council,229
2022,Female,79,Westmeath County Council,272
2022,Female,79,Wexford County Council,467
2022,Female,79,Wicklow County Council,420
2022,Female,79,Clare County Council,379
2022,Female,79,Cork City Council,665
2022,Female,79,Cork County Council,982
2022,Female,79,Kerry County Council,517
2022,Female,79,Limerick City & County Council,650
2022,Female,79,Tipperary County Council,524
2022,Female,79,Waterford City & County Council,350
2022,Female,79,Galway City Council,208
2022,Female,79,Galway County Council,527
2022,Female,79,Leitrim County Council,112
2022,Female,79,Mayo  County Council,456
2022,Female,79,Roscommon County Council,203
2022,Female,79,Sligo County Council,235
2022,Female,79,Cavan County Council,191
2022,Female,79,Donegal County Council,489
2022,Female,79,Monaghan County Council,158
2022,Female,80,Ireland,12173
2022,Female,80,Carlow County Council,163
2022,Female,80,Dublin City Council,1374
2022,Female,80,Dún Laoghaire Rathdown County Council,819
2022,Female,80,Fingal County Council,533
2022,Female,80,South Dublin County Council,550
2022,Female,80,Kildare County Council,405
2022,Female,80,Kilkenny County Council,265
2022,Female,80,Laois County Council,186
2022,Female,80,Longford County Council,115
2022,Female,80,Louth County Council,300
2022,Female,80,Meath County Council,430
2022,Female,80,Offaly County Council,202
2022,Female,80,Westmeath County Council,195
2022,Female,80,Wexford County Council,398
2022,Female,80,Wicklow County Council,372
2022,Female,80,Clare County Council,299
2022,Female,80,Cork City Council,587
2022,Female,80,Cork County Council,879
2022,Female,80,Kerry County Council,446
2022,Female,80,Limerick City & County Council,570
2022,Female,80,Tipperary County Council,421
2022,Female,80,Waterford City & County Council,335
2022,Female,80,Galway City Council,226
2022,Female,80,Galway County Council,499
2022,Female,80,Leitrim County Council,77
2022,Female,80,Mayo  County Council,392
2022,Female,80,Roscommon County Council,191
2022,Female,80,Sligo County Council,203
2022,Female,80,Cavan County Council,157
2022,Female,80,Donegal County Council,446
2022,Female,80,Monaghan County Council,138
2022,Female,81,Ireland,11191
2022,Female,81,Carlow County Council,148
2022,Female,81,Dublin City Council,1332
2022,Female,81,Dún Laoghaire Rathdown County Council,712
2022,Female,81,Fingal County Council,499
2022,Female,81,South Dublin County Council,558
2022,Female,81,Kildare County Council,372
2022,Female,81,Kilkenny County Council,234
2022,Female,81,Laois County Council,158
2022,Female,81,Longford County Council,87
2022,Female,81,Louth County Council,325
2022,Female,81,Meath County Council,348
2022,Female,81,Offaly County Council,163
2022,Female,81,Westmeath County Council,193
2022,Female,81,Wexford County Council,396
2022,Female,81,Wicklow County Council,330
2022,Female,81,Clare County Council,312
2022,Female,81,Cork City Council,522
2022,Female,81,Cork County Council,773
2022,Female,81,Kerry County Council,388
2022,Female,81,Limerick City & County Council,467
2022,Female,81,Tipperary County Council,420
2022,Female,81,Waterford City & County Council,309
2022,Female,81,Galway City Council,145
2022,Female,81,Galway County Council,424
2022,Female,81,Leitrim County Council,80
2022,Female,81,Mayo  County Council,391
2022,Female,81,Roscommon County Council,184
2022,Female,81,Sligo County Council,177
2022,Female,81,Cavan County Council,152
2022,Female,81,Donegal County Council,441
2022,Female,81,Monaghan County Council,151
2022,Female,82,Ireland,10759
2022,Female,82,Carlow County Council,131
2022,Female,82,Dublin City Council,1368
2022,Female,82,Dún Laoghaire Rathdown County Council,666
2022,Female,82,Fingal County Council,438
2022,Female,82,South Dublin County Council,491
2022,Female,82,Kildare County Council,362
2022,Female,82,Kilkenny County Council,225
2022,Female,82,Laois County Council,148
2022,Female,82,Longford County Council,84
2022,Female,82,Louth County Council,289
2022,Female,82,Meath County Council,324
2022,Female,82,Offaly County Council,160
2022,Female,82,Westmeath County Council,187
2022,Female,82,Wexford County Council,358
2022,Female,82,Wicklow County Council,333
2022,Female,82,Clare County Council,287
2022,Female,82,Cork City Council,570
2022,Female,82,Cork County Council,757
2022,Female,82,Kerry County Council,418
2022,Female,82,Limerick City & County Council,466
2022,Female,82,Tipperary County Council,416
2022,Female,82,Waterford City & County Council,256
2022,Female,82,Galway City Council,179
2022,Female,82,Galway County Council,409
2022,Female,82,Leitrim County Council,81
2022,Female,82,Mayo  County Council,352
2022,Female,82,Roscommon County Council,175
2022,Female,82,Sligo County Council,160
2022,Female,82,Cavan County Council,146
2022,Female,82,Donegal County Council,379
2022,Female,82,Monaghan County Council,144
2022,Female,83,Ireland,9985
2022,Female,83,Carlow County Council,102
2022,Female,83,Dublin City Council,1242
2022,Female,83,Dún Laoghaire Rathdown County Council,679
2022,Female,83,Fingal County Council,395
2022,Female,83,South Dublin County Council,455
2022,Female,83,Kildare County Council,332
2022,Female,83,Kilkenny County Council,214
2022,Female,83,Laois County Council,136
2022,Female,83,Longford County Council,75
2022,Female,83,Louth County Council,246
2022,Female,83,Meath County Council,303
2022,Female,83,Offaly County Council,179
2022,Female,83,Westmeath County Council,200
2022,Female,83,Wexford County Council,355
2022,Female,83,Wicklow County Council,282
2022,Female,83,Clare County Council,254
2022,Female,83,Cork City Council,512
2022,Female,83,Cork County Council,651
2022,Female,83,Kerry County Council,345
2022,Female,83,Limerick City & County Council,407
2022,Female,83,Tipperary County Council,374
2022,Female,83,Waterford City & County Council,268
2022,Female,83,Galway City Council,160
2022,Female,83,Galway County Council,405
2022,Female,83,Leitrim County Council,90
2022,Female,83,Mayo  County Council,346
2022,Female,83,Roscommon County Council,167
2022,Female,83,Sligo County Council,165
2022,Female,83,Cavan County Council,144
2022,Female,83,Donegal County Council,367
2022,Female,83,Monaghan County Council,135
2022,Female,84,Ireland,8890
2022,Female,84,Carlow County Council,111
2022,Female,84,Dublin City Council,1177
2022,Female,84,Dún Laoghaire Rathdown County Council,582
2022,Female,84,Fingal County Council,365
2022,Female,84,South Dublin County Council,421
2022,Female,84,Kildare County Council,246
2022,Female,84,Kilkenny County Council,188
2022,Female,84,Laois County Council,99
2022,Female,84,Longford County Council,74
2022,Female,84,Louth County Council,222
2022,Female,84,Meath County Council,256
2022,Female,84,Offaly County Council,146
2022,Female,84,Westmeath County Council,159
2022,Female,84,Wexford County Council,299
2022,Female,84,Wicklow County Council,240
2022,Female,84,Clare County Council,207
2022,Female,84,Cork City Council,441
2022,Female,84,Cork County Council,598
2022,Female,84,Kerry County Council,331
2022,Female,84,Limerick City & County Council,409
2022,Female,84,Tipperary County Council,339
2022,Female,84,Waterford City & County Council,262
2022,Female,84,Galway City Council,148
2022,Female,84,Galway County Council,306
2022,Female,84,Leitrim County Council,87
2022,Female,84,Mayo  County Council,311
2022,Female,84,Roscommon County Council,130
2022,Female,84,Sligo County Council,127
2022,Female,84,Cavan County Council,145
2022,Female,84,Donegal County Council,351
2022,Female,84,Monaghan County Council,113
2022,Female,85,Ireland,8303
2022,Female,85,Carlow County Council,77
2022,Female,85,Dublin City Council,1109
2022,Female,85,Dún Laoghaire Rathdown County Council,570
2022,Female,85,Fingal County Council,300
2022,Female,85,South Dublin County Council,394
2022,Female,85,Kildare County Council,269
2022,Female,85,Kilkenny County Council,183
2022,Female,85,Laois County Council,114
2022,Female,85,Longford County Council,78
2022,Female,85,Louth County Council,209
2022,Female,85,Meath County Council,238
2022,Female,85,Offaly County Council,168
2022,Female,85,Westmeath County Council,144
2022,Female,85,Wexford County Council,287
2022,Female,85,Wicklow County Council,239
2022,Female,85,Clare County Council,202
2022,Female,85,Cork City Council,401
2022,Female,85,Cork County Council,593
2022,Female,85,Kerry County Council,255
2022,Female,85,Limerick City & County Council,338
2022,Female,85,Tipperary County Council,308
2022,Female,85,Waterford City & County Council,213
2022,Female,85,Galway City Council,130
2022,Female,85,Galway County Council,303
2022,Female,85,Leitrim County Council,55
2022,Female,85,Mayo  County Council,304
2022,Female,85,Roscommon County Council,126
2022,Female,85,Sligo County Council,146
2022,Female,85,Cavan County Council,137
2022,Female,85,Donegal County Council,317
2022,Female,85,Monaghan County Council,96
2022,Female,86,Ireland,7501
2022,Female,86,Carlow County Council,86
2022,Female,86,Dublin City Council,988
2022,Female,86,Dún Laoghaire Rathdown County Council,482
2022,Female,86,Fingal County Council,293
2022,Female,86,South Dublin County Council,304
2022,Female,86,Kildare County Council,218
2022,Female,86,Kilkenny County Council,189
2022,Female,86,Laois County Council,95
2022,Female,86,Longford County Council,79
2022,Female,86,Louth County Council,192
2022,Female,86,Meath County Council,216
2022,Female,86,Offaly County Council,131
2022,Female,86,Westmeath County Council,131
2022,Female,86,Wexford County Council,260
2022,Female,86,Wicklow County Council,211
2022,Female,86,Clare County Council,197
2022,Female,86,Cork City Council,378
2022,Female,86,Cork County Council,511
2022,Female,86,Kerry County Council,260
2022,Female,86,Limerick City & County Council,321
2022,Female,86,Tipperary County Council,293
2022,Female,86,Waterford City & County Council,186
2022,Female,86,Galway City Council,110
2022,Female,86,Galway County Council,317
2022,Female,86,Leitrim County Council,54
2022,Female,86,Mayo  County Council,247
2022,Female,86,Roscommon County Council,129
2022,Female,86,Sligo County Council,130
2022,Female,86,Cavan County Council,128
2022,Female,86,Donegal County Council,266
2022,Female,86,Monaghan County Council,99
2022,Female,87,Ireland,6766
2022,Female,87,Carlow County Council,62
2022,Female,87,Dublin City Council,908
2022,Female,87,Dún Laoghaire Rathdown County Council,448
2022,Female,87,Fingal County Council,249
2022,Female,87,South Dublin County Council,271
2022,Female,87,Kildare County Council,201
2022,Female,87,Kilkenny County Council,171
2022,Female,87,Laois County Council,93
2022,Female,87,Longford County Council,65
2022,Female,87,Louth County Council,176
2022,Female,87,Meath County Council,237
2022,Female,87,Offaly County Council,100
2022,Female,87,Westmeath County Council,129
2022,Female,87,Wexford County Council,226
2022,Female,87,Wicklow County Council,175
2022,Female,87,Clare County Council,170
2022,Female,87,Cork City Council,309
2022,Female,87,Cork County Council,468
2022,Female,87,Kerry County Council,260
2022,Female,87,Limerick City & County Council,260
2022,Female,87,Tipperary County Council,269
2022,Female,87,Waterford City & County Council,198
2022,Female,87,Galway City Council,91
2022,Female,87,Galway County Council,244
2022,Female,87,Leitrim County Council,55
2022,Female,87,Mayo  County Council,238
2022,Female,87,Roscommon County Council,134
2022,Female,87,Sligo County Council,103
2022,Female,87,Cavan County Council,107
2022,Female,87,Donegal County Council,256
2022,Female,87,Monaghan County Council,93
2022,Female,88,Ireland,5927
2022,Female,88,Carlow County Council,68
2022,Female,88,Dublin City Council,886
2022,Female,88,Dún Laoghaire Rathdown County Council,412
2022,Female,88,Fingal County Council,219
2022,Female,88,South Dublin County Council,241
2022,Female,88,Kildare County Council,164
2022,Female,88,Kilkenny County Council,126
2022,Female,88,Laois County Council,85
2022,Female,88,Longford County Council,49
2022,Female,88,Louth County Council,143
2022,Female,88,Meath County Council,171
2022,Female,88,Offaly County Council,106
2022,Female,88,Westmeath County Council,98
2022,Female,88,Wexford County Council,170
2022,Female,88,Wicklow County Council,147
2022,Female,88,Clare County Council,144
2022,Female,88,Cork City Council,291
2022,Female,88,Cork County Council,427
2022,Female,88,Kerry County Council,183
2022,Female,88,Limerick City & County Council,209
2022,Female,88,Tipperary County Council,219
2022,Female,88,Waterford City & County Council,158
2022,Female,88,Galway City Council,75
2022,Female,88,Galway County Council,257
2022,Female,88,Leitrim County Council,46
2022,Female,88,Mayo  County Council,239
2022,Female,88,Roscommon County Council,102
